log,iac_category,fault_category
"TASK [Bootstrap etcd] ******************************************************
changed: [web-node-03]
TASK [Snapshot volume before migration] ******************************************************
fatal: [web-node-03]: FAILED! => {""changed"": false, ""msg"": ""IPv6 address 'registry_url' used where IPv4 is required by module parameter 'bind_addr'"", ""rc"": 126, ""invocation"": {""module_args"": {""name"": ""etcd"", ""state"": ""started""}}}",Configuration Data,Incorrect Detection/Analysis of User Input
"TASK [Verify target directory exists] ******************************************************
ok: [app-k3s-worker-03] => {""changed"": true, ""rc"": 0}",SUCCESS,NONE
"TASK [Snapshot volume before migration] ******************************************************
changed: [kube-node-prod-01]",SUCCESS,NONE
"TASK [Verify cluster quorum] ******************************************************
ok: [web-node-04] => {""changed"": false}",SUCCESS,NONE
"TASK [Deploy SSL certificate] ******************************************************
changed: [kube-node-staging-01]",SUCCESS,NONE
"TASK [Write environment variables] ******************************************************
changed: [monitor-prometheus-01] => {""changed"": true, ""rc"": 0}",SUCCESS,NONE
"TASK [Create system group] ******************************************************
changed: [monitor-prometheus-01]",SUCCESS,NONE
"TASK [Drain Kafka consumer offsets] ******************************************************
ok: [vault-server-02] => {""changed"": false}",SUCCESS,NONE
"TASK [Drain Kafka consumer offsets] ******************************************************
ok: [web-node-04] => {""changed"": true, ""rc"": 0}",SUCCESS,NONE
"TASK [Rotate log files] ******************************************************
changed: [db-srv-main-01] => {""changed"": true, ""rc"": 0}",SUCCESS,NONE
"TASK [Push to API] ******************************************************
ok: [gitlab-runner-02]
failed: [gitlab-runner-02] (item=zookeeper) => {""changed"": false, ""msg"": ""JSON body parse error: unexpected token at position 11 in field 'cluster_token'"", ""ansible_loop_var"": ""item"", ""item"": ""envoy""}",Configuration Data,Typos
"TASK [Check service registration] ******************************************************
ok: [app-k3s-worker-01] => {""changed"": false}",SUCCESS,NONE
"TASK [Create application directory] ******************************************************
changed: [monitor-grafana-01] => {""changed"": false}",SUCCESS,NONE
"TASK [Populate inventory from CMDB] ******************************************************
ok: [gitlab-runner-02]

TASK [Validate group membership] ******************************************************
ok: [gitlab-runner-02]
ERROR! No hosts matched pattern 'api_endpoint' in inventory — check group name spelling

The error appears to be in 'group_vars/k8s_workers.yml': line 160, column 8",Configuration Data,Incorrect Detection/Analysis of User Input
"TASK [Synchronise NTP] ******************************************************
ok: [monitor-prometheus-01] => {""changed"": true, ""rc"": 0}",SUCCESS,NONE
"TASK [Set MySQL bind address] ******************************************************
changed: [redis-cache-02]

TASK [Flush privileges] ******************************************************
changed: [redis-cache-02]
failed: [redis-cache-02] (item=alertmanager) => {""changed"": false, ""msg"": ""Variable 'max_connections' rejected: value 9200 exceeds compiled-in limit"", ""ansible_loop_var"": ""item"", ""item"": ""traefik""}",Configuration Data,Incorrect Detection/Analysis of User Input
"TASK [Drain Kafka consumer offsets] ******************************************************
ok: [web-frontend-eu-01]",SUCCESS,NONE
"TASK [Synchronise NTP] ******************************************************
ok: [storage-block-01] => {""changed"": true, ""rc"": 0}",SUCCESS,NONE
"TASK [Deploy SSL certificate] ******************************************************
changed: [storage-nfs-srv] => {""changed"": false}",SUCCESS,NONE
"TASK [Update apt package cache] ******************************************************
changed: [jenkins-agent-01] => {""changed"": false}",SUCCESS,NONE
"TASK [Flush pending handlers] ******************************************************
ok: [kube-node-prod-02]",SUCCESS,NONE
"TASK [Set file ownership] ******************************************************
ok: [kube-node-prod-01] => {""changed"": false}",SUCCESS,NONE
"TASK [Verify cluster quorum] ******************************************************
ok: [db-mongo-shard-01] => {""changed"": false}",SUCCESS,NONE
"TASK [Check disk free space] ******************************************************
ok: [gitlab-runner-02] => {""changed"": true, ""rc"": 0}",SUCCESS,NONE
"TASK [Override defaults] ******************************************************
ok: [web-node-01]
ERROR! vars file 'playbooks/rollback.yml' is not a valid YAML dictionary; expected mapping at top level",Configuration Data,Typos
"TASK [Update apt package cache] ******************************************************
changed: [app-k3s-worker-05] => {""changed"": true, ""rc"": 0}",SUCCESS,NONE
"TASK [Copy configuration template] ******************************************************
changed: [bastion-host-prod]",SUCCESS,NONE
"TASK [Ensure base packages are present] ******************************************************
ok: [web-node-03] => {""changed"": true, ""rc"": 0}",SUCCESS,NONE
"TASK [Validate TLS certificate expiry] ******************************************************
ok: [kube-node-prod-01]",SUCCESS,NONE
"TASK [Inspect block structure] ******************************************************
changed: [ci-runner-build-01]
ERROR! A block entry must contain at least one task; empty block at line 169 in roles/app/tasks/deploy.yml

The error appears to have been in 'playbooks/database-setup.yml': line 214, column 3, but may
be elsewhere in the file depending on the exact syntax problem.",Syntax,Incorrect Task Iteration Logic
"TASK [Set file ownership] ******************************************************
ok: [monitor-prometheus-01] => {""changed"": false}",SUCCESS,NONE
"TASK [Validate TLS certificate expiry] ******************************************************
ok: [app-k3s-worker-04] => {""changed"": true, ""rc"": 0}",SUCCESS,NONE
"TASK [Configure firewall rules] ******************************************************
changed: [vault-server-02] => {""changed"": true, ""rc"": 0}",SUCCESS,NONE
"TASK [Load role-specific variables] ******************************************************
ok: [web-node-04]",SUCCESS,NONE
"TASK [Flush pending handlers] ******************************************************
ok: [memcache-01] => {""changed"": true, ""rc"": 0}",SUCCESS,NONE
"TASK [Reload systemd unit files] ******************************************************
changed: [monitor-prometheus-01] => {""changed"": false}",SUCCESS,NONE
"TASK [Create system group] ******************************************************
changed: [storage-nas] => {""changed"": false}",SUCCESS,NONE
"TASK [Restart application] ******************************************************
changed: [app-k3s-worker-03]
TASK [Write environment variables] ******************************************************
fatal: [app-k3s-worker-03]: FAILED! => {""changed"": false, ""msg"": ""Destination file roles/storage/tasks/mounts.yml does not exist and create=false; no changes made"", ""rc"": 2, ""invocation"": {""module_args"": {""name"": ""consul"", ""state"": ""started""}}}",Configuration Data,State Mismanagement
"TASK [Render Jinja2 template] ******************************************************
ok: [ci-runner-build-01]

TASK [Write config to target] ******************************************************
ok: [ci-runner-build-01]
TASK [Rotate log files] ******************************************************
fatal: [ci-runner-build-01]: FAILED! => {""changed"": false, ""msg"": ""AnsibleUndefinedVariable: 'api_endpoint' is undefined \u2014 verify group_vars/host_vars"", ""rc"": 127, ""invocation"": {""module_args"": {""name"": ""prometheus"", ""state"": ""started""}}}",Configuration Data,Variable Misreference
